time_step,building_id,charger_id,connected_ev,connected_ev_soc,action,constraint_violations
1164,4,charger_15_1,,,-0.02,['Discharge During Idle']
1165,1,charger_1_1,,,-0.02,['Discharge During Idle']
1165,2,charger_10_1,,,-0.02,['Discharge During Idle']
1165,3,charger_12_1,,,-0.02,['Discharge During Idle']
1165,4,charger_15_1,,,-0.02,['Discharge During Idle']
1166,1,charger_1_1,,,-0.02,['Discharge During Idle']
1166,2,charger_10_1,,,-0.02,['Discharge During Idle']
1166,3,charger_12_1,,,-0.02,['Discharge During Idle']
1166,4,charger_15_1,,,-0.02,['Discharge During Idle']
1167,1,charger_1_1,,,-0.02,['Discharge During Idle']
1167,2,charger_10_1,,,-0.02,['Discharge During Idle']
1167,3,charger_12_1,,,-0.02,['Discharge During Idle']
1167,4,charger_15_1,,,-0.02,['Discharge During Idle']
1168,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1168,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1168,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1168,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1169,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1169,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1169,3,charger_12_1,EV_4,10.216445765284377,-0.0044,['Charging Power Violation']
1169,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1170,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1170,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1170,3,charger_12_1,EV_4,10.70759951871695,-0.0044,['Charging Power Violation']
1170,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1171,1,charger_1_1,,,-0.024,['Discharge During Idle']
1171,2,charger_10_1,EV_3,38.928450767230444,-0.024,['Charging Power Violation']
1171,3,charger_12_1,EV_4,10.609401640704636,-0.024,['Charging Power Violation']
1171,4,charger_15_1,,,-0.024,['Discharge During Idle']
1172,1,charger_1_1,,,-0.024,['Discharge During Idle']
1172,2,charger_10_1,EV_3,48.072590046261006,-0.024,['Charging Power Violation']
1172,3,charger_12_1,EV_4,10.360550971405802,-0.024,['Charging Power Violation']
1172,4,charger_15_1,,,-0.024,['Discharge During Idle']
1173,1,charger_1_1,,,-0.024,['Discharge During Idle']
1173,2,charger_10_1,EV_3,47.59896024652883,-0.024,['Charging Power Violation']
1173,3,charger_12_1,EV_4,10.113193406122761,-0.024,['Charging Power Violation']
1173,4,charger_15_1,,,-0.024,['Discharge During Idle']
1174,1,charger_1_1,,,-0.024,['Discharge During Idle']
1174,2,charger_10_1,EV_3,47.12817222559506,-0.024,['Charging Power Violation']
1174,3,charger_12_1,EV_4,9.867319986231418,-0.024,['Charging Power Violation']
1174,4,charger_15_1,,,-0.024,['Discharge During Idle']
1175,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1175,2,charger_10_1,EV_3,46.66020893278689,0.034,[]
1175,3,charger_12_1,EV_4,9.622921806859424,0.034,[]
1175,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1176,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1176,2,charger_10_1,EV_3,46.59800526259887,0.034,[]
1176,3,charger_12_1,EV_4,9.782941859426973,0.034,[]
1176,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1177,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1177,2,charger_10_1,EV_3,46.53617481443198,0.05532,[]
1177,3,charger_12_1,EV_4,9.942001791679118,0.05532,[]
1177,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1178,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1178,2,charger_10_1,EV_3,46.61126216302097,0.05532,[]
1178,3,charger_12_1,EV_4,10.236654178404622,0.05532,[]
1178,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1179,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1179,2,charger_10_1,EV_3,46.68589898751842,0.05532,[]
1179,3,charger_12_1,EV_4,10.529538650809773,0.05532,[]
1179,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1180,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1180,2,charger_10_1,EV_3,46.76008799106889,0.05532,[]
1180,3,charger_12_1,EV_4,10.820665816380492,0.05532,[]
1180,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1181,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1181,2,charger_10_1,EV_3,46.83383186059806,0.05532,[]
1181,3,charger_12_1,EV_4,11.110046218957788,0.05532,[]
1181,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1182,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1182,2,charger_10_1,EV_3,46.90713326691005,0.05532,[]
1182,3,charger_12_1,EV_4,11.39769033911962,0.05532,[]
1182,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1183,1,charger_1_1,,,-0.02,['Discharge During Idle']
1183,2,charger_10_1,EV_3,46.979994864784175,-0.02,['Charging Power Violation']
1183,3,charger_12_1,EV_4,11.68360859456048,-0.02,['Charging Power Violation']
1183,4,charger_15_1,,,-0.02,['Discharge During Idle']
1184,1,charger_1_1,,,-0.02,['Discharge During Idle']
1184,2,charger_10_1,EV_3,46.54378634604996,-0.02,['Charging Power Violation']
1184,3,charger_12_1,EV_4,11.459178393447614,-0.02,['Charging Power Violation']
1184,4,charger_15_1,,,-0.02,['Discharge During Idle']
1185,1,charger_1_1,,,-0.02,['Discharge During Idle']
1185,2,charger_10_1,EV_3,46.110195078428156,-0.02,['Charging Power Violation']
1185,3,charger_12_1,EV_4,11.236094773541424,-0.02,['Charging Power Violation']
1185,4,charger_15_1,,,-0.02,['Discharge During Idle']
1186,1,charger_1_1,,,-0.02,['Discharge During Idle']
1186,2,charger_10_1,EV_3,45.679205358412084,-0.02,['Charging Power Violation']
1186,3,charger_12_1,,,-0.02,['Discharge During Idle']
1186,4,charger_15_1,,,-0.02,['Discharge During Idle']
1187,1,charger_1_1,,,-0.02,['Discharge During Idle']
1187,2,charger_10_1,EV_3,45.25080157671611,-0.02,['Charging Power Violation']
1187,3,charger_12_1,,,-0.02,['Discharge During Idle']
1187,4,charger_15_1,,,-0.02,['Discharge During Idle']
1188,1,charger_1_1,,,-0.02,['Discharge During Idle']
1188,2,charger_10_1,,,-0.02,['Discharge During Idle']
1188,3,charger_12_1,EV_4,15.77617326555509,-0.02,['Charging Power Violation']
1188,4,charger_15_1,,,-0.02,['Discharge During Idle']
1189,1,charger_1_1,,,-0.02,['Discharge During Idle']
1189,2,charger_10_1,,,-0.02,['Discharge During Idle']
1189,3,charger_12_1,EV_4,14.44345187468468,-0.02,['Charging Power Violation']
1189,4,charger_15_1,,,-0.02,['Discharge During Idle']
1190,1,charger_1_1,,,-0.02,['Discharge During Idle']
1190,2,charger_10_1,,,-0.02,['Discharge During Idle']
1190,3,charger_12_1,EV_4,14.202462613891068,-0.02,['Charging Power Violation']
1190,4,charger_15_1,,,-0.02,['Discharge During Idle']
1191,1,charger_1_1,,,-0.02,['Discharge During Idle']
1191,2,charger_10_1,,,-0.02,['Discharge During Idle']
1191,3,charger_12_1,EV_4,13.962919288662219,-0.02,['Charging Power Violation']
1191,4,charger_15_1,,,-0.02,['Discharge During Idle']
1192,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1192,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1192,3,charger_12_1,EV_4,13.724813223384741,-0.0044,['Charging Power Violation']
1192,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1193,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1193,2,charger_10_1,EV_3,37.53083300544153,-0.0044,['Charging Power Violation']
1193,3,charger_12_1,EV_4,13.60851206314442,-0.0044,['Charging Power Violation']
1193,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1194,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1194,2,charger_10_1,EV_3,49.14679314835121,-0.0044,['Charging Power Violation']
1194,3,charger_12_1,EV_4,13.492908709865542,-0.0044,['Charging Power Violation']
1194,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1195,1,charger_1_1,,,-0.024,['Discharge During Idle']
1195,2,charger_10_1,EV_3,48.81796010856109,-0.024,['Charging Power Violation']
1195,3,charger_12_1,EV_4,13.377998976706337,-0.024,['Charging Power Violation']
1195,4,charger_15_1,,,-0.024,['Discharge During Idle']
1196,1,charger_1_1,,,-0.024,['Discharge During Idle']
1196,2,charger_10_1,EV_3,48.33985808845512,-0.024,['Charging Power Violation']
1196,3,charger_12_1,EV_4,13.112536723391493,-0.024,['Charging Power Violation']
1196,4,charger_15_1,,,-0.024,['Discharge During Idle']
1197,1,charger_1_1,,,-0.024,['Discharge During Idle']
1197,2,charger_10_1,EV_3,47.86462468046978,-0.024,['Charging Power Violation']
1197,3,charger_12_1,EV_4,12.848667243596537,-0.024,['Charging Power Violation']
1197,4,charger_15_1,,,-0.024,['Discharge During Idle']
1198,1,charger_1_1,,,-0.024,['Discharge During Idle']
1198,2,charger_10_1,EV_3,47.392242672932355,-0.024,['Charging Power Violation']
1198,3,charger_12_1,EV_4,12.586380980680351,-0.024,['Charging Power Violation']
1198,4,charger_15_1,,,-0.024,['Discharge During Idle']
1199,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1199,2,charger_10_1,EV_3,46.92269495744016,0.034,[]
1199,3,charger_12_1,EV_4,12.325668435341663,0.034,[]
1199,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1200,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1200,2,charger_10_1,EV_3,46.85891637110422,0.034,[]
1200,3,charger_12_1,EV_4,12.46947200813832,0.034,[]
1200,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1201,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1201,2,charger_10_1,EV_3,46.795520456286305,0.05532,[]
1201,3,charger_12_1,EV_4,12.612412759498197,0.05532,[]
1201,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1202,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1202,2,charger_10_1,EV_3,46.869051731024165,0.05532,[]
1202,3,charger_12_1,EV_4,12.891042680416787,0.05532,[]
1202,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1203,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1203,2,charger_10_1,EV_3,46.9421418181136,0.05532,[]
1203,3,charger_12_1,EV_4,13.168000821809864,0.05532,[]
1203,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1204,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1204,2,charger_10_1,EV_3,47.01479336468049,0.05532,[]
1204,3,charger_12_1,EV_4,13.443297214354583,0.05532,[]
1204,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1205,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1205,2,charger_10_1,EV_3,47.08700900196799,0.05532,[]
1205,3,charger_12_1,EV_4,13.716941828544034,0.05532,[]
1205,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1206,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1206,2,charger_10_1,EV_3,47.158791345431766,0.05532,[]
1206,3,charger_12_1,EV_4,13.988944575048349,0.05532,[]
1206,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1207,1,charger_1_1,,,-0.02,['Discharge During Idle']
1207,2,charger_10_1,EV_3,47.23014299483476,-0.02,['Charging Power Violation']
1207,3,charger_12_1,EV_4,14.259315305073637,-0.02,['Charging Power Violation']
1207,4,charger_15_1,,,-0.02,['Discharge During Idle']
1208,1,charger_1_1,,,-0.02,['Discharge During Idle']
1208,2,charger_10_1,EV_3,46.79243358732025,-0.02,['Charging Power Violation']
1208,3,charger_12_1,EV_4,14.019430863697691,-0.02,['Charging Power Violation']
1208,4,charger_15_1,,,-0.02,['Discharge During Idle']
1209,1,charger_1_1,,,-0.02,['Discharge During Idle']
1209,2,charger_10_1,EV_3,46.35735043625082,-0.02,['Charging Power Violation']
1209,3,charger_12_1,EV_4,13.78098572897,-0.02,['Charging Power Violation']
1209,4,charger_15_1,,,-0.02,['Discharge During Idle']
1210,1,charger_1_1,,,-0.02,['Discharge During Idle']
1210,2,charger_10_1,,,-0.02,['Discharge During Idle']
1210,3,charger_12_1,,,-0.02,['Discharge During Idle']
1210,4,charger_15_1,,,-0.02,['Discharge During Idle']
1211,1,charger_1_1,,,-0.02,['Discharge During Idle']
1211,2,charger_10_1,,,-0.02,['Discharge During Idle']
1211,3,charger_12_1,,,-0.02,['Discharge During Idle']
1211,4,charger_15_1,,,-0.02,['Discharge During Idle']
1212,1,charger_1_1,,,-0.02,['Discharge During Idle']
1212,2,charger_10_1,EV_3,41.143722879864754,-0.02,['Charging Power Violation']
1212,3,charger_12_1,EV_4,20.11840803548166,-0.02,['Charging Power Violation']
1212,4,charger_15_1,,,-0.02,['Discharge During Idle']
1213,1,charger_1_1,,,-0.02,['Discharge During Idle']
1213,2,charger_10_1,EV_3,59.35806511457044,-0.02,['Charging Power Violation']
1213,3,charger_12_1,EV_4,18.20487503957625,-0.02,['Charging Power Violation']
1213,4,charger_15_1,,,-0.02,['Discharge During Idle']
1214,1,charger_1_1,,,-0.02,['Discharge During Idle']
1214,2,charger_10_1,EV_3,58.84758817433751,-0.02,['Charging Power Violation']
1214,3,charger_12_1,EV_4,17.94131723979329,-0.02,['Charging Power Violation']
1214,4,charger_15_1,,,-0.02,['Discharge During Idle']
1215,1,charger_1_1,,,-0.02,['Discharge During Idle']
1215,2,charger_10_1,EV_3,58.34017409574598,-0.02,['Charging Power Violation']
1215,3,charger_12_1,EV_4,17.679340786809025,-0.02,['Charging Power Violation']
1215,4,charger_15_1,,,-0.02,['Discharge During Idle']
1216,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1216,2,charger_10_1,EV_3,57.835804501626,-0.0044,['Charging Power Violation']
1216,3,charger_12_1,EV_4,17.418936192542667,-0.0044,['Charging Power Violation']
1216,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1217,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1217,2,charger_10_1,EV_3,57.45483739371623,-0.0044,['Charging Power Violation']
1217,3,charger_12_1,EV_4,17.2804702944874,-0.0044,['Charging Power Violation']
1217,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1218,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1218,2,charger_10_1,EV_3,57.07615608845393,-0.0044,['Charging Power Violation']
1218,3,charger_12_1,EV_4,17.142835191820467,-0.0044,['Charging Power Violation']
1218,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1219,1,charger_1_1,,,-0.024,['Discharge During Idle']
1219,2,charger_10_1,EV_3,56.699746871023194,-0.024,['Charging Power Violation']
1219,3,charger_12_1,EV_4,17.006025899769533,-0.024,['Charging Power Violation']
1219,4,charger_15_1,,,-0.024,['Discharge During Idle']
1220,1,charger_1_1,,,-0.024,['Discharge During Idle']
1220,2,charger_10_1,EV_3,56.17435413034245,-0.024,['Charging Power Violation']
1220,3,charger_12_1,EV_4,16.71879548491631,-0.024,['Charging Power Violation']
1220,4,charger_15_1,,,-0.024,['Discharge During Idle']
1221,1,charger_1_1,,,-0.024,['Discharge During Idle']
1221,2,charger_10_1,EV_3,55.65211374610579,-0.024,['Charging Power Violation']
1221,3,charger_12_1,EV_4,16.43328845255221,-0.024,['Charging Power Violation']
1221,4,charger_15_1,,,-0.024,['Discharge During Idle']
1222,1,charger_1_1,,,-0.024,['Discharge During Idle']
1222,2,charger_10_1,EV_3,55.13300680417455,-0.024,['Charging Power Violation']
1222,3,charger_12_1,EV_4,16.14949446238229,-0.024,['Charging Power Violation']
1222,4,charger_15_1,,,-0.024,['Discharge During Idle']
1223,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1223,2,charger_10_1,EV_3,54.6170145038949,0.034,[]
1223,3,charger_12_1,EV_4,15.867403236153388,0.034,[]
1223,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1224,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1224,2,charger_10_1,EV_3,54.50707000028024,0.034,[]
1224,3,charger_12_1,EV_4,15.989956400145175,0.034,[]
1224,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1225,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1225,2,charger_10_1,EV_3,54.39778516368726,0.05532,[]
1225,3,charger_12_1,EV_4,16.11177424515301,0.05532,[]
1225,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1226,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1226,2,charger_10_1,EV_3,54.42570285018072,0.05532,[]
1226,3,charger_12_1,EV_4,16.369407997157673,0.05532,[]
1226,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1227,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1227,2,charger_10_1,EV_3,54.45345303055522,0.05532,[]
1227,3,charger_12_1,EV_4,16.625495946650304,0.05532,[]
1227,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1228,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1228,2,charger_10_1,EV_3,54.481036709847466,0.05532,[]
1228,3,charger_12_1,EV_4,16.88004736844598,0.05532,[]
1228,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1229,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1229,2,charger_10_1,EV_3,54.50845488706396,0.05532,[]
1229,3,charger_12_1,EV_4,17.13307148171088,0.05532,[]
1229,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1230,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1230,2,charger_10_1,EV_3,54.535708555217155,0.05532,[]
1230,3,charger_12_1,EV_4,17.38457745029619,0.05532,[]
1230,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1231,1,charger_1_1,,,-0.02,['Discharge During Idle']
1231,2,charger_10_1,EV_3,54.56279870136143,-0.02,['Charging Power Violation']
1231,3,charger_12_1,EV_4,17.634574383069996,-0.02,['Charging Power Violation']
1231,4,charger_15_1,,,-0.02,['Discharge During Idle']
1232,1,charger_1_1,,,-0.02,['Discharge During Idle']
1232,2,charger_10_1,,,-0.02,['Discharge During Idle']
1232,3,charger_12_1,EV_4,17.37443838722607,-0.02,['Charging Power Violation']
1232,4,charger_15_1,,,-0.02,['Discharge During Idle']
1233,1,charger_1_1,,,-0.02,['Discharge During Idle']
1233,2,charger_10_1,,,-0.02,['Discharge During Idle']
1233,3,charger_12_1,,,-0.02,['Discharge During Idle']
1233,4,charger_15_1,,,-0.02,['Discharge During Idle']
1234,1,charger_1_1,,,-0.02,['Discharge During Idle']
1234,2,charger_10_1,,,-0.02,['Discharge During Idle']
1234,3,charger_12_1,,,-0.02,['Discharge During Idle']
1234,4,charger_15_1,,,-0.02,['Discharge During Idle']
1235,1,charger_1_1,,,-0.02,['Discharge During Idle']
1235,2,charger_10_1,,,-0.02,['Discharge During Idle']
1235,3,charger_12_1,,,-0.02,['Discharge During Idle']
1235,4,charger_15_1,,,-0.02,['Discharge During Idle']
1236,1,charger_1_1,,,-0.02,['Discharge During Idle']
1236,2,charger_10_1,,,-0.02,['Discharge During Idle']
1236,3,charger_12_1,,,-0.02,['Discharge During Idle']
1236,4,charger_15_1,,,-0.02,['Discharge During Idle']
1237,1,charger_1_1,,,-0.02,['Discharge During Idle']
1237,2,charger_10_1,,,-0.02,['Discharge During Idle']
1237,3,charger_12_1,,,-0.02,['Discharge During Idle']
1237,4,charger_15_1,,,-0.02,['Discharge During Idle']
1238,1,charger_1_1,,,-0.02,['Discharge During Idle']
1238,2,charger_10_1,,,-0.02,['Discharge During Idle']
1238,3,charger_12_1,,,-0.02,['Discharge During Idle']
1238,4,charger_15_1,,,-0.02,['Discharge During Idle']
1239,1,charger_1_1,,,-0.02,['Discharge During Idle']
1239,2,charger_10_1,,,-0.02,['Discharge During Idle']
1239,3,charger_12_1,,,-0.02,['Discharge During Idle']
1239,4,charger_15_1,,,-0.02,['Discharge During Idle']
1240,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1240,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1240,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1240,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1241,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1241,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1241,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1241,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1242,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1242,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1242,3,charger_12_1,EV_4,18.851515829407553,-0.0044,['Charging Power Violation']
1242,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1243,1,charger_1_1,,,-0.024,['Discharge During Idle']
1243,2,charger_10_1,EV_3,74.99898083992568,-0.024,['Charging Power Violation']
1243,3,charger_12_1,EV_4,32.41115266787898,-0.024,['Charging Power Violation']
1243,4,charger_15_1,,,-0.024,['Discharge During Idle']
1244,1,charger_1_1,,,-0.024,['Discharge During Idle']
1244,2,charger_10_1,EV_3,56.39307291194561,-0.024,['Charging Power Violation']
1244,3,charger_12_1,EV_4,32.0314914924171,-0.024,['Charging Power Violation']
1244,4,charger_15_1,,,-0.024,['Discharge During Idle']
1245,1,charger_1_1,,,-0.024,['Discharge During Idle']
1245,2,charger_10_1,EV_3,55.86952021501933,-0.024,['Charging Power Violation']
1245,3,charger_12_1,EV_4,31.654108284007997,-0.024,['Charging Power Violation']
1245,4,charger_15_1,,,-0.024,['Discharge During Idle']
1246,1,charger_1_1,,,-0.024,['Discharge During Idle']
1246,2,charger_10_1,EV_3,55.34910883427461,-0.024,['Charging Power Violation']
1246,3,charger_12_1,EV_4,31.278989374849345,-0.024,['Charging Power Violation']
1246,4,charger_15_1,,,-0.024,['Discharge During Idle']
1247,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1247,2,charger_10_1,EV_3,54.83181992181436,0.034,[]
1247,3,charger_12_1,EV_4,30.906121179145643,0.034,[]
1247,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1248,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1248,2,charger_10_1,EV_3,54.720586585692175,0.034,[]
1248,3,charger_12_1,EV_4,30.93844203547948,0.034,[]
1248,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1249,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1249,2,charger_10_1,EV_3,54.61002064958673,0.05532,[]
1249,3,charger_12_1,EV_4,30.970568966675312,0.05532,[]
1249,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1250,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1250,2,charger_10_1,EV_3,54.63666492316479,0.05532,[]
1250,3,charger_12_1,EV_4,31.139049950350838,0.05532,[]
1250,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1251,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1251,2,charger_10_1,EV_3,54.66314933110138,0.05532,[]
1251,3,charger_12_1,EV_4,31.306520048124312,0.05532,[]
1251,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1252,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1252,2,charger_10_1,EV_3,54.68947483259035,0.05532,[]
1252,3,charger_12_1,EV_4,31.472985325311143,0.05532,[]
1252,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1253,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1253,2,charger_10_1,EV_3,54.71564238107039,0.05532,[]
1253,3,charger_12_1,EV_4,31.63845181083485,0.05532,[]
1253,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1254,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1254,2,charger_10_1,EV_3,54.74165292425955,0.05532,[]
1254,3,charger_12_1,EV_4,31.802925497445422,0.05532,[]
1254,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1255,1,charger_1_1,,,-0.02,['Discharge During Idle']
1255,2,charger_10_1,,,-0.02,['Discharge During Idle']
1255,3,charger_12_1,EV_4,31.966412341936326,-0.02,['Charging Power Violation']
1255,4,charger_15_1,,,-0.02,['Discharge During Idle']
1256,1,charger_1_1,,,-0.02,['Discharge During Idle']
1256,2,charger_10_1,,,-0.02,['Discharge During Idle']
1256,3,charger_12_1,EV_4,31.620285318339203,-0.02,['Charging Power Violation']
1256,4,charger_15_1,,,-0.02,['Discharge During Idle']
1257,1,charger_1_1,,,-0.02,['Discharge During Idle']
1257,2,charger_10_1,,,-0.02,['Discharge During Idle']
1257,3,charger_12_1,,,-0.02,['Discharge During Idle']
1257,4,charger_15_1,,,-0.02,['Discharge During Idle']
1258,1,charger_1_1,,,-0.02,['Discharge During Idle']
1258,2,charger_10_1,,,-0.02,['Discharge During Idle']
1258,3,charger_12_1,,,-0.02,['Discharge During Idle']
1258,4,charger_15_1,,,-0.02,['Discharge During Idle']
1259,1,charger_1_1,,,-0.02,['Discharge During Idle']
1259,2,charger_10_1,,,-0.02,['Discharge During Idle']
1259,3,charger_12_1,,,-0.02,['Discharge During Idle']
1259,4,charger_15_1,,,-0.02,['Discharge During Idle']
1260,1,charger_1_1,,,-0.02,['Discharge During Idle']
1260,2,charger_10_1,,,-0.02,['Discharge During Idle']
1260,3,charger_12_1,,,-0.02,['Discharge During Idle']
1260,4,charger_15_1,,,-0.02,['Discharge During Idle']
1261,1,charger_1_1,,,-0.02,['Discharge During Idle']
1261,2,charger_10_1,,,-0.02,['Discharge During Idle']
1261,3,charger_12_1,,,-0.02,['Discharge During Idle']
1261,4,charger_15_1,,,-0.02,['Discharge During Idle']
1262,1,charger_1_1,,,-0.02,['Discharge During Idle']
1262,2,charger_10_1,,,-0.02,['Discharge During Idle']
1262,3,charger_12_1,,,-0.02,['Discharge During Idle']
1262,4,charger_15_1,,,-0.02,['Discharge During Idle']
1263,1,charger_1_1,,,-0.02,['Discharge During Idle']
1263,2,charger_10_1,,,-0.02,['Discharge During Idle']
1263,3,charger_12_1,,,-0.02,['Discharge During Idle']
1263,4,charger_15_1,,,-0.02,['Discharge During Idle']
1264,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1264,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1264,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1264,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1265,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1265,2,charger_10_1,EV_3,62.98739990686661,-0.0044,['Charging Power Violation']
1265,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1265,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1266,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1266,2,charger_10_1,EV_3,51.906013108359055,-0.0044,['Charging Power Violation']
1266,3,charger_12_1,EV_4,27.951724803769466,-0.0044,['Charging Power Violation']
1266,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1267,1,charger_1_1,,,-0.024,['Discharge During Idle']
1267,2,charger_10_1,EV_3,51.56062474880889,-0.024,['Charging Power Violation']
1267,3,charger_12_1,EV_4,32.931134208273505,-0.024,['Charging Power Violation']
1267,4,charger_15_1,,,-0.024,['Discharge During Idle']
1268,1,charger_1_1,,,-0.024,['Discharge During Idle']
1268,2,charger_10_1,EV_3,51.06606674086143,-0.024,['Charging Power Violation']
1268,3,charger_12_1,EV_4,32.54835314356926,-0.024,['Charging Power Violation']
1268,4,charger_15_1,,,-0.024,['Discharge During Idle']
1269,1,charger_1_1,,,-0.024,['Discharge During Idle']
1269,2,charger_10_1,EV_3,50.57447608096166,-0.024,['Charging Power Violation']
1269,3,charger_12_1,EV_4,32.16786876525324,-0.024,['Charging Power Violation']
1269,4,charger_15_1,,,-0.024,['Discharge During Idle']
1270,1,charger_1_1,,,-0.024,['Discharge During Idle']
