time_step,building_id,charger_id,connected_ev,connected_ev_soc,action,constraint_violations
1394,3,charger_12_1,EV_4,34.631272115548505,0.05532,[]
1394,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1395,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1395,2,charger_10_1,EV_3,31.27152222415704,0.05532,[]
1395,3,charger_12_1,EV_4,34.777788880330796,0.05532,[]
1395,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1396,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1396,2,charger_10_1,EV_3,31.438197488287678,0.05532,[]
1396,3,charger_12_1,EV_4,34.92342654452439,0.05532,[]
1396,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1397,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1397,2,charger_10_1,EV_3,31.603872700833527,0.05532,[]
1397,3,charger_12_1,EV_4,35.06819038273282,0.05532,[]
1397,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1398,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1398,2,charger_10_1,EV_3,31.768553862104106,0.05532,[]
1398,3,charger_12_1,EV_4,35.212085637912004,0.05532,[]
1398,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1399,1,charger_1_1,,,-0.02,['Discharge During Idle']
1399,2,charger_10_1,EV_3,31.93224693640706,-0.02,['Charging Power Violation']
1399,3,charger_12_1,EV_4,35.35511752156011,-0.02,['Charging Power Violation']
1399,4,charger_15_1,,,-0.02,['Discharge During Idle']
1400,1,charger_1_1,,,-0.02,['Discharge During Idle']
1400,2,charger_10_1,,,-0.02,['Discharge During Idle']
1400,3,charger_12_1,EV_4,34.988658266885245,-0.02,['Charging Power Violation']
1400,4,charger_15_1,,,-0.02,['Discharge During Idle']
1401,1,charger_1_1,,,-0.02,['Discharge During Idle']
1401,2,charger_10_1,,,-0.02,['Discharge During Idle']
1401,3,charger_12_1,,,-0.02,['Discharge During Idle']
1401,4,charger_15_1,,,-0.02,['Discharge During Idle']
1402,1,charger_1_1,,,-0.02,['Discharge During Idle']
1402,2,charger_10_1,,,-0.02,['Discharge During Idle']
1402,3,charger_12_1,,,-0.02,['Discharge During Idle']
1402,4,charger_15_1,,,-0.02,['Discharge During Idle']
1403,1,charger_1_1,,,-0.02,['Discharge During Idle']
1403,2,charger_10_1,,,-0.02,['Discharge During Idle']
1403,3,charger_12_1,,,-0.02,['Discharge During Idle']
1403,4,charger_15_1,,,-0.02,['Discharge During Idle']
1404,1,charger_1_1,,,-0.02,['Discharge During Idle']
1404,2,charger_10_1,,,-0.02,['Discharge During Idle']
1404,3,charger_12_1,,,-0.02,['Discharge During Idle']
1404,4,charger_15_1,,,-0.02,['Discharge During Idle']
1405,1,charger_1_1,,,-0.02,['Discharge During Idle']
1405,2,charger_10_1,,,-0.02,['Discharge During Idle']
1405,3,charger_12_1,,,-0.02,['Discharge During Idle']
1405,4,charger_15_1,,,-0.02,['Discharge During Idle']
1406,1,charger_1_1,,,-0.02,['Discharge During Idle']
1406,2,charger_10_1,,,-0.02,['Discharge During Idle']
1406,3,charger_12_1,,,-0.02,['Discharge During Idle']
1406,4,charger_15_1,,,-0.02,['Discharge During Idle']
1407,1,charger_1_1,,,-0.02,['Discharge During Idle']
1407,2,charger_10_1,,,-0.02,['Discharge During Idle']
1407,3,charger_12_1,,,-0.02,['Discharge During Idle']
1407,4,charger_15_1,,,-0.02,['Discharge During Idle']
1408,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1408,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1408,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1408,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1409,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1409,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1409,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1409,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1410,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1410,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1410,3,charger_12_1,EV_4,37.80855733404923,-0.0044,['Charging Power Violation']
1410,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1411,1,charger_1_1,,,-0.024,['Discharge During Idle']
1411,2,charger_10_1,EV_3,7.700233076739417,-0.024,['Charging Power Violation']
1411,3,charger_12_1,EV_4,34.38256954130784,-0.024,['Charging Power Violation']
1411,4,charger_15_1,,,-0.024,['Discharge During Idle']
1412,1,charger_1_1,,,-0.024,['Discharge During Idle']
1412,2,charger_10_1,EV_3,6.812969647974798,-0.024,['Charging Power Violation']
1412,3,charger_12_1,EV_4,33.99107986460539,-0.024,['Charging Power Violation']
1412,4,charger_15_1,,,-0.024,['Discharge During Idle']
1413,1,charger_1_1,,,-0.024,['Discharge During Idle']
1413,2,charger_10_1,EV_3,7.366611127620512,-0.024,['Charging Power Violation']
1413,3,charger_12_1,EV_4,33.60193912596315,-0.024,['Charging Power Violation']
1413,4,charger_15_1,,,-0.024,['Discharge During Idle']
1414,1,charger_1_1,,,-0.024,['Discharge During Idle']
1414,2,charger_10_1,EV_3,7.437758652925073,-0.024,['Charging Power Violation']
1414,3,charger_12_1,EV_4,33.215133231752766,-0.024,['Charging Power Violation']
1414,4,charger_15_1,,,-0.024,['Discharge During Idle']
1415,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1415,2,charger_10_1,EV_3,7.4469016819443175,0.034,[]
1415,3,charger_12_1,EV_4,32.830648172907644,0.034,[]
1415,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1416,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1416,2,charger_10_1,EV_3,7.619977855261358,0.034,[]
1416,3,charger_12_1,EV_4,32.8514218672789,0.034,[]
1416,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1417,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1417,2,charger_10_1,EV_3,7.792015571538497,0.05532,[]
1417,3,charger_12_1,EV_4,32.87207091948393,0.05532,[]
1417,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1418,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1418,2,charger_10_1,EV_3,8.099567875584844,0.05532,[]
1418,3,charger_12_1,EV_4,33.02914289144261,0.05532,[]
1418,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1419,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1419,2,charger_10_1,EV_3,8.405274865806915,0.05532,[]
1419,3,charger_12_1,EV_4,33.18527243156954,0.05532,[]
1419,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1420,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1420,2,charger_10_1,EV_3,8.709147614087652,0.05532,[]
1420,3,charger_12_1,EV_4,33.3404651944557,0.05532,[]
1420,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1421,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1421,2,charger_10_1,,,0.05532,['Charging with No EV Connected']
1421,3,charger_12_1,EV_4,33.494726800764546,0.05532,[]
1421,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1422,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1422,2,charger_10_1,,,0.05532,['Charging with No EV Connected']
1422,3,charger_12_1,,,0.05532,['Charging with No EV Connected']
1422,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1423,1,charger_1_1,,,-0.02,['Discharge During Idle']
1423,2,charger_10_1,,,-0.02,['Discharge During Idle']
1423,3,charger_12_1,,,-0.02,['Discharge During Idle']
1423,4,charger_15_1,,,-0.02,['Discharge During Idle']
1424,1,charger_1_1,,,-0.02,['Discharge During Idle']
1424,2,charger_10_1,,,-0.02,['Discharge During Idle']
1424,3,charger_12_1,,,-0.02,['Discharge During Idle']
1424,4,charger_15_1,,,-0.02,['Discharge During Idle']
1425,1,charger_1_1,,,-0.02,['Discharge During Idle']
1425,2,charger_10_1,,,-0.02,['Discharge During Idle']
1425,3,charger_12_1,,,-0.02,['Discharge During Idle']
1425,4,charger_15_1,,,-0.02,['Discharge During Idle']
1426,1,charger_1_1,,,-0.02,['Discharge During Idle']
1426,2,charger_10_1,,,-0.02,['Discharge During Idle']
1426,3,charger_12_1,,,-0.02,['Discharge During Idle']
1426,4,charger_15_1,,,-0.02,['Discharge During Idle']
1427,1,charger_1_1,,,-0.02,['Discharge During Idle']
1427,2,charger_10_1,,,-0.02,['Discharge During Idle']
1427,3,charger_12_1,,,-0.02,['Discharge During Idle']
1427,4,charger_15_1,,,-0.02,['Discharge During Idle']
1428,1,charger_1_1,,,-0.02,['Discharge During Idle']
1428,2,charger_10_1,,,-0.02,['Discharge During Idle']
1428,3,charger_12_1,,,-0.02,['Discharge During Idle']
1428,4,charger_15_1,,,-0.02,['Discharge During Idle']
1429,1,charger_1_1,,,-0.02,['Discharge During Idle']
1429,2,charger_10_1,,,-0.02,['Discharge During Idle']
1429,3,charger_12_1,,,-0.02,['Discharge During Idle']
1429,4,charger_15_1,,,-0.02,['Discharge During Idle']
1430,1,charger_1_1,,,-0.02,['Discharge During Idle']
1430,2,charger_10_1,,,-0.02,['Discharge During Idle']
1430,3,charger_12_1,,,-0.02,['Discharge During Idle']
1430,4,charger_15_1,,,-0.02,['Discharge During Idle']
1431,1,charger_1_1,,,-0.02,['Discharge During Idle']
1431,2,charger_10_1,,,-0.02,['Discharge During Idle']
1431,3,charger_12_1,,,-0.02,['Discharge During Idle']
1431,4,charger_15_1,,,-0.02,['Discharge During Idle']
1432,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1432,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1432,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1432,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1433,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1433,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1433,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1433,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1434,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1434,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1434,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1434,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1435,1,charger_1_1,,,-0.024,['Discharge During Idle']
1435,2,charger_10_1,,,-0.024,['Discharge During Idle']
1435,3,charger_12_1,,,-0.024,['Discharge During Idle']
1435,4,charger_15_1,,,-0.024,['Discharge During Idle']
1436,1,charger_1_1,,,-0.024,['Discharge During Idle']
1436,2,charger_10_1,EV_3,20.276980932923088,-0.024,['Charging Power Violation']
1436,3,charger_12_1,,,-0.024,['Discharge During Idle']
1436,4,charger_15_1,,,-0.024,['Discharge During Idle']
1437,1,charger_1_1,,,-0.024,['Discharge During Idle']
1437,2,charger_10_1,EV_3,16.708098265309733,-0.024,['Charging Power Violation']
1437,3,charger_12_1,EV_4,34.03942680083067,-0.024,['Charging Power Violation']
1437,4,charger_15_1,,,-0.024,['Discharge During Idle']
1438,1,charger_1_1,,,-0.024,['Discharge During Idle']
1438,2,charger_10_1,EV_3,16.42265541626327,-0.024,['Charging Power Violation']
1438,3,charger_12_1,EV_4,33.84852844562679,-0.024,['Charging Power Violation']
1438,4,charger_15_1,,,-0.024,['Discharge During Idle']
1439,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1439,2,charger_10_1,EV_3,16.138925224311087,0.034,[]
1439,3,charger_12_1,EV_4,33.46024301549843,0.034,[]
1439,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1440,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1440,2,charger_10_1,EV_3,16.25984925637393,0.034,[]
1440,3,charger_12_1,EV_4,33.47723914081414,0.034,[]
1440,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1441,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1441,2,charger_10_1,EV_3,16.380047744244393,0.05532,[]
1441,3,charger_12_1,EV_4,33.49413328937796,0.05532,[]
1441,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1442,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1442,2,charger_10_1,EV_3,16.636071855254507,0.05532,[]
1442,3,charger_12_1,EV_4,33.647472887117274,0.05532,[]
1442,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1443,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1443,2,charger_10_1,EV_3,16.890559821598558,0.05532,[]
1443,3,charger_12_1,EV_4,33.79989244727015,0.05532,[]
1443,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1444,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1444,2,charger_10_1,EV_3,17.143520860144548,0.05532,[]
1444,3,charger_12_1,EV_4,33.951397490062114,0.05532,[]
1444,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1445,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1445,2,charger_10_1,,,0.05532,['Charging with No EV Connected']
1445,3,charger_12_1,EV_4,34.101993502597324,0.05532,[]
1445,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1446,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1446,2,charger_10_1,,,0.05532,['Charging with No EV Connected']
1446,3,charger_12_1,,,0.05532,['Charging with No EV Connected']
1446,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1447,1,charger_1_1,,,-0.02,['Discharge During Idle']
1447,2,charger_10_1,,,-0.02,['Discharge During Idle']
1447,3,charger_12_1,,,-0.02,['Discharge During Idle']
1447,4,charger_15_1,,,-0.02,['Discharge During Idle']
1448,1,charger_1_1,,,-0.02,['Discharge During Idle']
1448,2,charger_10_1,,,-0.02,['Discharge During Idle']
1448,3,charger_12_1,,,-0.02,['Discharge During Idle']
1448,4,charger_15_1,,,-0.02,['Discharge During Idle']
1449,1,charger_1_1,,,-0.02,['Discharge During Idle']
1449,2,charger_10_1,,,-0.02,['Discharge During Idle']
1449,3,charger_12_1,,,-0.02,['Discharge During Idle']
1449,4,charger_15_1,,,-0.02,['Discharge During Idle']
1450,1,charger_1_1,,,-0.02,['Discharge During Idle']
1450,2,charger_10_1,,,-0.02,['Discharge During Idle']
1450,3,charger_12_1,,,-0.02,['Discharge During Idle']
1450,4,charger_15_1,,,-0.02,['Discharge During Idle']
1451,1,charger_1_1,,,-0.02,['Discharge During Idle']
1451,2,charger_10_1,,,-0.02,['Discharge During Idle']
1451,3,charger_12_1,,,-0.02,['Discharge During Idle']
1451,4,charger_15_1,,,-0.02,['Discharge During Idle']
1452,1,charger_1_1,,,-0.02,['Discharge During Idle']
1452,2,charger_10_1,,,-0.02,['Discharge During Idle']
1452,3,charger_12_1,,,-0.02,['Discharge During Idle']
1452,4,charger_15_1,,,-0.02,['Discharge During Idle']
1453,1,charger_1_1,,,-0.02,['Discharge During Idle']
1453,2,charger_10_1,,,-0.02,['Discharge During Idle']
1453,3,charger_12_1,,,-0.02,['Discharge During Idle']
1453,4,charger_15_1,,,-0.02,['Discharge During Idle']
1454,1,charger_1_1,,,-0.02,['Discharge During Idle']
1454,2,charger_10_1,,,-0.02,['Discharge During Idle']
1454,3,charger_12_1,,,-0.02,['Discharge During Idle']
1454,4,charger_15_1,,,-0.02,['Discharge During Idle']
1455,1,charger_1_1,,,-0.02,['Discharge During Idle']
1455,2,charger_10_1,,,-0.02,['Discharge During Idle']
1455,3,charger_12_1,,,-0.02,['Discharge During Idle']
1455,4,charger_15_1,,,-0.02,['Discharge During Idle']
1456,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1456,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1456,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1456,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1457,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1457,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1457,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1457,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1458,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1458,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1458,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1458,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1459,1,charger_1_1,,,-0.024,['Discharge During Idle']
1459,2,charger_10_1,,,-0.024,['Discharge During Idle']
1459,3,charger_12_1,,,-0.024,['Discharge During Idle']
1459,4,charger_15_1,,,-0.024,['Discharge During Idle']
1460,1,charger_1_1,,,-0.024,['Discharge During Idle']
1460,2,charger_10_1,EV_3,18.362726150017135,-0.024,['Charging Power Violation']
1460,3,charger_12_1,,,-0.024,['Discharge During Idle']
1460,4,charger_15_1,,,-0.024,['Discharge During Idle']
1461,1,charger_1_1,,,-0.024,['Discharge During Idle']
1461,2,charger_10_1,EV_3,17.164719159566022,-0.024,['Charging Power Violation']
1461,3,charger_12_1,EV_4,32.1845072127603,-0.024,['Charging Power Violation']
1461,4,charger_15_1,,,-0.024,['Discharge During Idle']
1462,1,charger_1_1,,,-0.024,['Discharge During Idle']
1462,2,charger_10_1,EV_3,16.87653658515402,-0.024,['Charging Power Violation']
1462,3,charger_12_1,EV_4,36.58075297085065,-0.024,['Charging Power Violation']
1462,4,charger_15_1,,,-0.024,['Discharge During Idle']
1463,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1463,2,charger_10_1,EV_3,16.59008310618849,0.034,[]
1463,3,charger_12_1,EV_4,36.17607419357094,0.034,[]
1463,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1464,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1464,2,charger_10_1,EV_3,16.708300190960067,0.034,[]
1464,3,charger_12_1,EV_4,36.17677533181822,0.034,[]
1464,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1465,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1465,2,charger_10_1,EV_3,16.825807973223014,0.05532,[]
1465,3,charger_12_1,EV_4,36.17747226323601,0.05532,[]
1465,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1466,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1466,2,charger_10_1,EV_3,17.079157522859255,0.05532,[]
1466,3,charger_12_1,EV_4,36.31471182713218,0.05532,[]
1466,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1467,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1467,2,charger_10_1,EV_3,17.330986975197675,0.05532,[]
1467,3,charger_12_1,EV_4,36.45112795364496,0.05532,[]
1467,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1468,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1468,2,charger_10_1,EV_3,17.581305450822065,0.05532,[]
1468,3,charger_12_1,EV_4,36.586725583398675,0.05532,[]
1468,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1469,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1469,2,charger_10_1,EV_3,17.830122015592714,0.05532,[]
1469,3,charger_12_1,EV_4,36.72150962737386,0.05532,[]
1469,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1470,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1470,2,charger_10_1,EV_3,18.077445680974733,0.05532,[]
1470,3,charger_12_1,EV_4,36.8554849670852,0.05532,[]
1470,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1471,1,charger_1_1,,,-0.02,['Discharge During Idle']
1471,2,charger_10_1,,,-0.02,['Discharge During Idle']
1471,3,charger_12_1,,,-0.02,['Discharge During Idle']
1471,4,charger_15_1,,,-0.02,['Discharge During Idle']
1472,1,charger_1_1,,,-0.02,['Discharge During Idle']
1472,2,charger_10_1,,,-0.02,['Discharge During Idle']
1472,3,charger_12_1,,,-0.02,['Discharge During Idle']
1472,4,charger_15_1,,,-0.02,['Discharge During Idle']
1473,1,charger_1_1,,,-0.02,['Discharge During Idle']
1473,2,charger_10_1,,,-0.02,['Discharge During Idle']
1473,3,charger_12_1,,,-0.02,['Discharge During Idle']
1473,4,charger_15_1,,,-0.02,['Discharge During Idle']
1474,1,charger_1_1,,,-0.02,['Discharge During Idle']
1474,2,charger_10_1,,,-0.02,['Discharge During Idle']
1474,3,charger_12_1,,,-0.02,['Discharge During Idle']
1474,4,charger_15_1,,,-0.02,['Discharge During Idle']
1475,1,charger_1_1,,,-0.02,['Discharge During Idle']
1475,2,charger_10_1,,,-0.02,['Discharge During Idle']
1475,3,charger_12_1,,,-0.02,['Discharge During Idle']
1475,4,charger_15_1,,,-0.02,['Discharge During Idle']
1476,1,charger_1_1,,,-0.02,['Discharge During Idle']
1476,2,charger_10_1,,,-0.02,['Discharge During Idle']
1476,3,charger_12_1,,,-0.02,['Discharge During Idle']
1476,4,charger_15_1,,,-0.02,['Discharge During Idle']
1477,1,charger_1_1,,,-0.02,['Discharge During Idle']
1477,2,charger_10_1,,,-0.02,['Discharge During Idle']
1477,3,charger_12_1,,,-0.02,['Discharge During Idle']
1477,4,charger_15_1,,,-0.02,['Discharge During Idle']
1478,1,charger_1_1,,,-0.02,['Discharge During Idle']
1478,2,charger_10_1,,,-0.02,['Discharge During Idle']
1478,3,charger_12_1,,,-0.02,['Discharge During Idle']
1478,4,charger_15_1,,,-0.02,['Discharge During Idle']
1479,1,charger_1_1,,,-0.02,['Discharge During Idle']
1479,2,charger_10_1,,,-0.02,['Discharge During Idle']
1479,3,charger_12_1,,,-0.02,['Discharge During Idle']
1479,4,charger_15_1,,,-0.02,['Discharge During Idle']
1480,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1480,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1480,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1480,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1481,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1481,2,charger_10_1,EV_3,40.883816193223865,-0.0044,['Charging Power Violation']
1481,3,charger_12_1,EV_4,34.005852530063564,-0.0044,['Charging Power Violation']
1481,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1482,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1482,2,charger_10_1,EV_3,37.13738913383896,-0.0044,['Charging Power Violation']
1482,3,charger_12_1,EV_4,33.751948264946,-0.0044,['Charging Power Violation']
1482,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1483,1,charger_1_1,,,-0.024,['Discharge During Idle']
1483,2,charger_10_1,EV_3,36.88061251813591,-0.024,['Charging Power Violation']
1483,3,charger_12_1,EV_4,33.515484294456314,-0.024,['Charging Power Violation']
1483,4,charger_15_1,,,-0.024,['Discharge During Idle']
1484,1,charger_1_1,,,-0.024,['Discharge During Idle']
1484,2,charger_10_1,EV_3,36.47413458357249,-0.024,['Charging Power Violation']
1484,3,charger_12_1,EV_4,33.129197129234974,-0.024,['Charging Power Violation']
1484,4,charger_15_1,,,-0.024,['Discharge During Idle']
1485,1,charger_1_1,,,-0.024,['Discharge During Idle']
1485,2,charger_10_1,EV_3,36.070095516616455,-0.024,['Charging Power Violation']
1485,3,charger_12_1,EV_4,32.74522768700496,-0.024,['Charging Power Violation']
1485,4,charger_15_1,,,-0.024,['Discharge During Idle']
1486,1,charger_1_1,,,-0.024,['Discharge During Idle']
1486,2,charger_10_1,EV_3,35.66848068406215,-0.024,['Charging Power Violation']
1486,3,charger_12_1,EV_4,32.363562061428325,-0.024,['Charging Power Violation']
1486,4,charger_15_1,,,-0.024,['Discharge During Idle']
1487,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1487,2,charger_10_1,EV_3,35.26927554050317,0.034,[]
1487,3,charger_12_1,EV_4,31.984186429605153,0.034,[]
1487,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1488,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1488,2,charger_10_1,EV_3,35.275417470668856,0.034,[]
1488,3,charger_12_1,EV_4,32.01003889443623,0.034,[]
1488,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1489,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1489,2,charger_10_1,EV_3,35.281522549253545,0.05532,[]
1489,3,charger_12_1,EV_4,32.035736244478315,0.05532,[]
1489,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1490,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1490,2,charger_10_1,EV_3,35.4241378114336,0.05532,[]
1490,3,charger_12_1,EV_4,32.197826224487024,0.05532,[]
1490,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1491,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1491,2,charger_10_1,EV_3,35.56589738204058,0.05532,[]
1491,3,charger_12_1,EV_4,32.35894366461568,0.05532,[]
1491,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1492,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1492,2,charger_10_1,EV_3,35.70680639522392,0.05532,[]
1492,3,charger_12_1,EV_4,32.51909440010357,0.05532,[]
1492,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1493,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1493,2,charger_10_1,EV_3,35.846869954328156,0.05532,[]
1493,3,charger_12_1,EV_4,32.67828423117853,0.05532,[]
1493,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1494,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1494,2,charger_10_1,EV_3,35.98609313207777,0.05532,[]
1494,3,charger_12_1,EV_4,32.836518923267036,0.05532,[]
1494,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1495,1,charger_1_1,,,-0.02,['Discharge During Idle']
1495,2,charger_10_1,EV_3,36.124480970760885,-0.02,['Charging Power Violation']
1495,3,charger_12_1,,,-0.02,['Discharge During Idle']
1495,4,charger_15_1,,,-0.02,['Discharge During Idle']
1496,1,charger_1_1,,,-0.02,['Discharge During Idle']
1496,2,charger_10_1,EV_3,35.75340553539082,-0.02,['Charging Power Violation']
1496,3,charger_12_1,,,-0.02,['Discharge During Idle']
1496,4,charger_15_1,,,-0.02,['Discharge During Idle']
1497,1,charger_1_1,,,-0.02,['Discharge During Idle']
1497,2,charger_10_1,,,-0.02,['Discharge During Idle']
1497,3,charger_12_1,,,-0.02,['Discharge During Idle']
1497,4,charger_15_1,,,-0.02,['Discharge During Idle']
1498,1,charger_1_1,,,-0.02,['Discharge During Idle']
1498,2,charger_10_1,,,-0.02,['Discharge During Idle']
1498,3,charger_12_1,,,-0.02,['Discharge During Idle']
1498,4,charger_15_1,,,-0.02,['Discharge During Idle']
1499,1,charger_1_1,,,-0.02,['Discharge During Idle']
1499,2,charger_10_1,,,-0.02,['Discharge During Idle']
1499,3,charger_12_1,,,-0.02,['Discharge During Idle']
1499,4,charger_15_1,,,-0.02,['Discharge During Idle']
1500,1,charger_1_1,,,-0.02,['Discharge During Idle']
1500,2,charger_10_1,,,-0.02,['Discharge During Idle']
1500,3,charger_12_1,,,-0.02,['Discharge During Idle']
1500,4,charger_15_1,,,-0.02,['Discharge During Idle']
1501,1,charger_1_1,,,-0.02,['Discharge During Idle']
1501,2,charger_10_1,,,-0.02,['Discharge During Idle']
1501,3,charger_12_1,,,-0.02,['Discharge During Idle']
1501,4,charger_15_1,,,-0.02,['Discharge During Idle']
1502,1,charger_1_1,,,-0.02,['Discharge During Idle']
1502,2,charger_10_1,,,-0.02,['Discharge During Idle']
1502,3,charger_12_1,,,-0.02,['Discharge During Idle']
1502,4,charger_15_1,,,-0.02,['Discharge During Idle']
1503,1,charger_1_1,,,-0.02,['Discharge During Idle']
1503,2,charger_10_1,,,-0.02,['Discharge During Idle']
1503,3,charger_12_1,,,-0.02,['Discharge During Idle']
1503,4,charger_15_1,,,-0.02,['Discharge During Idle']
1504,1,charger_1_1,,,-0.0044,['Discharge During Idle']
